season,metro,team_name,league,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
2021,Seattle,Seattle Kraken,NHL,Western,Pacific,,,LAST,false,,,
2022,Seattle,Seattle Kraken,NHL,Western,Pacific,,,,true,1,,
2023,Seattle,Seattle Kraken,NHL,Western,Pacific,,,,false,,,
