season,metro,team_name,league,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
1946,St. Louis,St. Louis Bombers,NBA,Western,,,,,true,0,false,false
1947,St. Louis,St. Louis Bombers,NBA,Western,,FIRST,FIRST,,true,0,false,false
1948,St. Louis,St. Louis Bombers,NBA,Western,,,,,true,0,false,false
1949,St. Louis,St. Louis Bombers,NBA,Central,,,LAST,,false,,,
