season,metro,team_name,league,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
1946,Providence,Providence Steamrollers,NBA,Eastern,,,,,false,,,
1947,Providence,Providence Steamrollers,NBA,Eastern,,LAST,LAST,,false,,,
1948,Providence,Providence Steamrollers,NBA,Eastern,,LAST,LAST,,false,,,
