season,metro,team_name,league,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
1946,Washington,Washington Capitols,NBA,Eastern,,FIRST,FIRST,,true,0,false,false
1947,Washington,Washington Capitols,NBA,Western,,,LAST_TIED,,false,,,
1948,Washington,Washington Capitols,NBA,Eastern,,,FIRST,,true,2,true,false
1949,Washington,Washington Capitols,NBA,Eastern,,,,,true,0,false,false
1950,Washington,Washington Capitols,NBA,Eastern,,LAST,LAST,,false,,,
