franchise_id,season_id,metro_id,team_name,league_id,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
14,13,35,Brooklyn Robins,1,NL,,,,,false,,,
5,13,9,Chicago Cubs,1,NL,,,,,false,,,
22,13,41,Pittsburgh Pirates,1,NL,,,,,false,,,
26,13,56,St. Louis Cardinals,1,NL,,,,,false,,,
7,13,10,Cincinnati Reds,1,NL,,,,,false,,,
24,13,35,New York Giants,1,NL,,,LAST,,false,,,
4,14,5,Boston Red Sox,1,AL,,,FIRST,,true,1,true,true
6,14,9,Chicago White Sox,1,AL,,,,,false,,,
10,14,16,Detroit Tigers,1,AL,,,,,false,,,
19,14,35,New York Yankees,1,AL,,,,,false,,,
3,14,56,St. Louis Browns,1,AL,,,,,false,,,
8,14,11,Cleveland Indians,1,AL,,,,,false,,,
17,14,63,Washington Senators,1,AL,,,,,false,,,
20,14,39,Philadelphia Athletics,1,AL,,LAST,LAST,,false,,,
14,14,35,Brooklyn Robins,1,NL,,FIRST,FIRST,,true,0,true,false
21,14,39,Philadelphia Phillies,1,NL,,,,,false,,,
2,14,5,Boston Braves,1,NL,,,,,false,,,
24,14,35,New York Giants,1,NL,,,,,false,,,
5,14,9,Chicago Cubs,1,NL,,,,,false,,,
22,14,41,Pittsburgh Pirates,1,NL,,,,,false,,,
26,14,56,St. Louis Cardinals,1,NL,,,LAST_TIED,,false,,,
7,14,10,Cincinnati Reds,1,NL,,,LAST_TIED,,false,,,
6,15,9,Chicago White Sox,1,AL,,FIRST,FIRST,,true,1,true,true
4,15,5,Boston Red Sox,1,AL,,,,,false,,,
8,15,11,Cleveland Indians,1,AL,,,,,false,,,
10,15,16,Detroit Tigers,1,AL,,,,,false,,,
17,15,63,Washington Senators,1,AL,,,,,false,,,
19,15,35,New York Yankees,1,AL,,,,,false,,,
3,15,56,St. Louis Browns,1,AL,,,,,false,,,
20,15,39,Philadelphia Athletics,1,AL,,,LAST,,false,,,
24,15,35,New York Giants,1,NL,,,FIRST,,true,0,true,false
21,15,39,Philadelphia Phillies,1,NL,,,,,false,,,
26,15,56,St. Louis Cardinals,1,NL,,,,,false,,,
7,15,10,Cincinnati Reds,1,NL,,,,,false,,,
5,15,9,Chicago Cubs,1,NL,,,,,false,,,
2,15,5,Boston Braves,1,NL,,,,,false,,,
14,15,35,Brooklyn Robins,1,NL,,,,,false,,,
22,15,41,Pittsburgh Pirates,1,NL,,LAST,LAST,,false,,,
4,16,5,Boston Red Sox,1,AL,,,FIRST,,true,1,true,true
8,16,11,Cleveland Indians,1,AL,,,,,false,,,
17,16,63,Washington Senators,1,AL,,,,,false,,,
19,16,35,New York Yankees,1,AL,,,,,false,,,
3,16,56,St. Louis Browns,1,AL,,,,,false,,,
6,16,9,Chicago White Sox,1,AL,,,,,false,,,
10,16,16,Detroit Tigers,1,AL,,,,,false,,,
20,16,39,Philadelphia Athletics,1,AL,,,LAST,,false,,,
5,16,9,Chicago Cubs,1,NL,,FIRST,FIRST,,true,0,true,false
24,16,35,New York Giants,1,NL,,,,,false,,,
7,16,10,Cincinnati Reds,1,NL,,,,,false,,,
22,16,41,Pittsburgh Pirates,1,NL,,,,,false,,,
14,16,35,Brooklyn Robins,1,NL,,,,,false,,,
21,16,39,Philadelphia Phillies,1,NL,,,,,false,,,
2,16,5,Boston Braves,1,NL,,,,,false,,,
26,16,56,St. Louis Cardinals,1,NL,,LAST,LAST,,false,,,
6,17,9,Chicago White Sox,1,AL,,,FIRST,,true,0,true,false
8,17,11,Cleveland Indians,1,AL,,,,,false,,,
19,17,35,New York Yankees,1,AL,,,,,false,,,
10,17,16,Detroit Tigers,1,AL,,,,,false,,,
3,17,56,St. Louis Browns,1,AL,,,,,false,,,
4,17,5,Boston Red Sox,1,AL,,,,,false,,,
17,17,63,Washington Senators,1,AL,,,,,false,,,
20,17,39,Philadelphia Athletics,1,AL,,LAST,LAST,,false,,,
7,17,10,Cincinnati Reds,1,NL,,FIRST,FIRST,,true,1,true,true
24,17,35,New York Giants,1,NL,,,,,false,,,
5,17,9,Chicago Cubs,1,NL,,,,,false,,,
22,17,41,Pittsburgh Pirates,1,NL,,,,,false,,,
14,17,35,Brooklyn Robins,1,NL,,,,,false,,,
2,17,5,Boston Braves,1,NL,,,,,false,,,
26,17,56,St. Louis Cardinals,1,NL,,,,,false,,,
21,17,39,Philadelphia Phillies,1,NL,,,LAST,,false,,,
8,18,11,Cleveland Indians,1,AL,,FIRST,FIRST,,true,1,true,true
6,18,9,Chicago White Sox,1,AL,,,,,false,,,
19,18,35,New York Yankees,1,AL,,,,,false,,,
3,18,56,St. Louis Browns,1,AL,,,,,false,,,
4,18,5,Boston Red Sox,1,AL,,,,,false,,,
17,18,63,Washington Senators,1,AL,,,,,false,,,
10,18,16,Detroit Tigers,1,AL,,,,,false,,,
20,18,39,Philadelphia Athletics,1,AL,,LAST,LAST,,false,,,
14,18,35,Brooklyn Robins,1,NL,,,FIRST,,true,0,true,false
24,18,35,New York Giants,1,NL,,,,,false,,,
7,18,10,Cincinnati Reds,1,NL,,,,,false,,,
22,18,41,Pittsburgh Pirates,1,NL,,,,,false,,,
26,18,56,St. Louis Cardinals,1,NL,,,,,false,,,
5,18,9,Chicago Cubs,1,NL,,,,,false,,,
2,18,5,Boston Braves,1,NL,,,,,false,,,
21,18,39,Philadelphia Phillies,1,NL,,,LAST,,false,,,
19,19,35,New York Yankees,1,AL,,FIRST,FIRST,,true,0,true,false
8,19,11,Cleveland Indians,1,AL,,,,,false,,,
3,19,56,St. Louis Browns,1,AL,,,,,false,,,
17,19,63,Washington Senators,1,AL,,,,,false,,,
4,19,5,Boston Red Sox,1,AL,,,,,false,,,
10,19,16,Detroit Tigers,1,AL,,,,,false,,,
6,19,9,Chicago White Sox,1,AL,,,,,false,,,
20,19,39,Philadelphia Athletics,1,AL,,,LAST,,false,,,
24,19,35,New York Giants,1,NL,,,FIRST,,true,1,true,true
22,19,41,Pittsburgh Pirates,1,NL,,,,,false,,,
26,19,56,St. Louis Cardinals,1,NL,,,,,false,,,
2,19,5,Boston Braves,1,NL,,,,,false,,,
14,19,35,Brooklyn Robins,1,NL,,,,,false,,,
7,19,10,Cincinnati Reds,1,NL,,,,,false,,,
5,19,9,Chicago Cubs,1,NL,,,,,false,,,
21,19,39,Philadelphia Phillies,1,NL,,LAST,LAST,,false,,,
19,20,35,New York Yankees,1,AL,,FIRST,FIRST,,true,0,true,false
3,20,56,St. Louis Browns,1,AL,,,,,false,,,
10,20,16,Detroit Tigers,1,AL,,,,,false,,,
8,20,11,Cleveland Indians,1,AL,,,,,false,,,
6,20,9,Chicago White Sox,1,AL,,,,,false,,,
17,20,63,Washington Senators,1,AL,,,,,false,,,
20,20,39,Philadelphia Athletics,1,AL,,,,,false,,,
4,20,5,Boston Red Sox,1,AL,,,LAST,,false,,,
24,20,35,New York Giants,1,NL,,,FIRST,,true,1,true,true
7,20,10,Cincinnati Reds,1,NL,,,,,false,,,
26,20,56,St. Louis Cardinals,1,NL,,,,,false,,,
22,20,41,Pittsburgh Pirates,1,NL,,,,,false,,,
5,20,9,Chicago Cubs,1,NL,,,,,false,,,
14,20,35,Brooklyn Robins,1,NL,,,,,false,,,
21,20,39,Philadelphia Phillies,1,NL,,,,,false,,,
2,20,5,Boston Braves,1,NL,,LAST,LAST,,false,,,
19,21,35,New York Yankees,1,AL,,FIRST,FIRST,,true,1,true,true
10,21,16,Detroit Tigers,1,AL,,,,,false,,,
8,21,11,Cleveland Indians,1,AL,,,,,false,,,
17,21,63,Washington Senators,1,AL,,,,,false,,,
3,21,56,St. Louis Browns,1,AL,,,,,false,,,
20,21,39,Philadelphia Athletics,1,AL,,,,,false,,,
6,21,9,Chicago White Sox,1,AL,,,,,false,,,
4,21,5,Boston Red Sox,1,AL,,,LAST,,false,,,
24,21,35,New York Giants,1,NL,,,FIRST,,true,0,true,false
7,21,10,Cincinnati Reds,1,NL,,,,,false,,,
22,21,41,Pittsburgh Pirates,1,NL,,,,,false,,,
5,21,9,Chicago Cubs,1,NL,,,,,false,,,
26,21,56,St. Louis Cardinals,1,NL,,,,,false,,,
14,21,35,Brooklyn Robins,1,NL,,,,,false,,,
2,21,5,Boston Braves,1,NL,,,,,false,,,
21,21,39,Philadelphia Phillies,1,NL,,LAST,LAST,,false,,,
17,22,63,Washington Senators,1,AL,,,FIRST,,true,1,true,true
19,22,35,New York Yankees,1,AL,,,,,false,,,
10,22,16,Detroit Tigers,1,AL,,,,,false,,,
3,22,56,St. Louis Browns,1,AL,,,,,false,,,
20,22,39,Philadelphia Athletics,1,AL,,,,,false,,,
8,22,11,Cleveland Indians,1,AL,,,,,false,,,
4,22,5,Boston Red Sox,1,AL,,,,,false,,,
6,22,9,Chicago White Sox,1,AL,,,LAST,,false,,,
24,22,35,New York Giants,1,NL,,FIRST,FIRST,,true,0,true,false
14,22,35,Brooklyn Robins,1,NL,,,,,false,,,
22,22,41,Pittsburgh Pirates,1,NL,,,,,false,,,
7,22,10,Cincinnati Reds,1,NL,,,,,false,,,
5,22,9,Chicago Cubs,1,NL,,,,,false,,,
26,22,56,St. Louis Cardinals,1,NL,,,,,false,,,
21,22,39,Philadelphia Phillies,1,NL,,,,,false,,,
2,22,5,Boston Braves,1,NL,,LAST,LAST,,false,,,
17,23,63,Washington Senators,1,AL,,FIRST,FIRST,,true,0,true,false
20,23,39,Philadelphia Athletics,1,AL,,,,,false,,,
3,23,56,St. Louis Browns,1,AL,,,,,false,,,
10,23,16,Detroit Tigers,1,AL,,,,,false,,,
6,23,9,Chicago White Sox,1,AL,,,,,false,,,
8,23,11,Cleveland Indians,1,AL,,,,,false,,,
19,23,35,New York Yankees,1,AL,,,,,false,,,
4,23,5,Boston Red Sox,1,AL,,LAST,LAST,,false,,,
22,23,41,Pittsburgh Pirates,1,NL,,,FIRST,,true,1,true,true
24,23,35,New York Giants,1,NL,,,,,false,,,
7,23,10,Cincinnati Reds,1,NL,,,,,false,,,
26,23,56,St. Louis Cardinals,1,NL,,,,,false,,,
2,23,5,Boston Braves,1,NL,,,,,false,,,
14,23,35,Brooklyn Robins,1,NL,,,,,false,,,
21,23,39,Philadelphia Phillies,1,NL,,,,,false,,,
5,23,9,Chicago Cubs,1,NL,,,LAST,,false,,,
19,24,35,New York Yankees,1,AL,,FIRST,FIRST,,true,0,true,false
8,24,11,Cleveland Indians,1,AL,,,,,false,,,
20,24,39,Philadelphia Athletics,1,AL,,,,,false,,,
17,24,63,Washington Senators,1,AL,,,,,false,,,
6,24,9,Chicago White Sox,1,AL,,,,,false,,,
10,24,16,Detroit Tigers,1,AL,,,,,false,,,
3,24,56,St. Louis Browns,1,AL,,,,,false,,,
4,24,5,Boston Red Sox,1,AL,,LAST,LAST,,false,,,
26,24,56,St. Louis Cardinals,1,NL,,,FIRST,,true,1,true,true
7,24,10,Cincinnati Reds,1,NL,,,,,false,,,
22,24,41,Pittsburgh Pirates,1,NL,,,,,false,,,
5,24,9,Chicago Cubs,1,NL,,,,,false,,,
24,24,35,New York Giants,1,NL,,,,,false,,,
14,24,35,Brooklyn Robins,1,NL,,,,,false,,,
2,24,5,Boston Braves,1,NL,,,,,false,,,
21,24,39,Philadelphia Phillies,1,NL,,,LAST,,false,,,
19,26,35,New York Yankees,1,AL,,FIRST,FIRST,,true,1,true,true
20,26,39,Philadelphia Athletics,1,AL,,,,,false,,,
17,26,63,Washington Senators,1,AL,,,,,false,,,
10,26,16,Detroit Tigers,1,AL,,,,,false,,,
6,26,9,Chicago White Sox,1,AL,,,,,false,,,
8,26,11,Cleveland Indians,1,AL,,,,,false,,,
3,26,56,St. Louis Browns,1,AL,,,,,false,,,
4,26,5,Boston Red Sox,1,AL,,LAST_TIED,LAST,,false,,,
22,26,41,Pittsburgh Pirates,1,NL,,,FIRST,,true,0,true,false
26,26,56,St. Louis Cardinals,1,NL,,,,,false,,,
24,26,35,New York Giants,1,NL,,,,,false,,,
5,26,9,Chicago Cubs,1,NL,,,,,false,,,
7,26,10,Cincinnati Reds,1,NL,,,,,false,,,
14,26,35,Brooklyn Robins,1,NL,,,,,false,,,
2,26,5,Boston Braves,1,NL,,,,,false,,,
21,26,39,Philadelphia Phillies,1,NL,,LAST_TIED,LAST,,false,,,
19,28,35,New York Yankees,1,AL,,FIRST,FIRST,,true,1,true,true
20,28,39,Philadelphia Athletics,1,AL,,,,,false,,,
3,28,56,St. Louis Browns,1,AL,,,,,false,,,
17,28,63,Washington Senators,1,AL,,,,,false,,,
6,28,9,Chicago White Sox,1,AL,,,,,false,,,
10,28,16,Detroit Tigers,1,AL,,,,,false,,,
8,28,11,Cleveland Indians,1,AL,,,,,false,,,
4,28,5,Boston Red Sox,1,AL,,,LAST,,false,,,
26,28,56,St. Louis Cardinals,1,NL,,,FIRST,,true,0,true,false
24,28,35,New York Giants,1,NL,,,,,false,,,
5,28,9,Chicago Cubs,1,NL,,,,,false,,,
22,28,41,Pittsburgh Pirates,1,NL,,,,,false,,,
7,28,10,Cincinnati Reds,1,NL,,,,,false,,,
14,28,35,Brooklyn Robins,1,NL,,,,,false,,,
2,28,5,Boston Braves,1,NL,,,,,false,,,
21,28,39,Philadelphia Phillies,1,NL,,LAST,LAST,,false,,,
20,30,39,Philadelphia Athletics,1,AL,,FIRST,FIRST,,true,1,true,true
19,30,35,New York Yankees,1,AL,,,,,false,,,
8,30,11,Cleveland Indians,1,AL,,,,,false,,,
3,30,56,St. Louis Browns,1,AL,,,,,false,,,
17,30,63,Washington Senators,1,AL,,,,,false,,,
10,30,16,Detroit Tigers,1,AL,,,,,false,,,
6,30,9,Chicago White Sox,1,AL,,,,,false,,,
4,30,5,Boston Red Sox,1,AL,,,LAST,,false,,,
5,30,9,Chicago Cubs,1,NL,,,FIRST,,true,0,true,false
22,30,41,Pittsburgh Pirates,1,NL,,,,,false,,,
24,30,35,New York Giants,1,NL,,,,,false,,,
26,30,56,St. Louis Cardinals,1,NL,,,,,false,,,
21,30,39,Philadelphia Phillies,1,NL,,,,,false,,,
14,30,35,Brooklyn Robins,1,NL,,,,,false,,,
7,30,10,Cincinnati Reds,1,NL,,,,,false,,,
2,30,5,Boston Braves,1,NL,,LAST,LAST,,false,,,
20,32,39,Philadelphia Athletics,1,AL,,FIRST,FIRST,,true,1,true,true
17,32,63,Washington Senators,1,AL,,,,,false,,,
19,32,35,New York Yankees,1,AL,,,,,false,,,
8,32,11,Cleveland Indians,1,AL,,,,,false,,,
10,32,16,Detroit Tigers,1,AL,,,,,false,,,
3,32,56,St. Louis Browns,1,AL,,,,,false,,,
6,32,9,Chicago White Sox,1,AL,,,,,false,,,
4,32,5,Boston Red Sox,1,AL,,LAST_TIED,LAST,,false,,,
26,32,56,St. Louis Cardinals,1,NL,,,FIRST,,true,0,true,false
5,32,9,Chicago Cubs,1,NL,,,,,false,,,
24,32,35,New York Giants,1,NL,,,,,false,,,
14,32,35,Brooklyn Robins,1,NL,,,,,false,,,
22,32,41,Pittsburgh Pirates,1,NL,,,,,false,,,
