franchise_id,season_id,metro_id,team_name,league_id,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
65,400,48,Sacramento Kings,3,Western,Pacific,,,,false,,,
51,400,27,Los Angeles Lakers,3,Western,Pacific,,,,false,,,
61,400,40,Phoenix Suns,3,Western,Pacific,,LAST,LAST,false,,,
66,400,50,San Antonio Spurs,3,Western,Southwest,,,FIRST,true,2,false,false
46,400,22,Houston Rockets,3,Western,Southwest,,,,true,1,false,false
52,400,28,Memphis Grizzlies,3,Western,Southwest,,,,true,0,false,false
56,400,34,New Orleans Pelicans,3,Western,Southwest,,,,false,,,
41,400,13,Dallas Mavericks,3,Western,Southwest,,,LAST,false,,,
70,406,59,Toronto Raptors,3,Eastern,Atlantic,,FIRST,FIRST,true,1,false,false
34,406,5,Boston Celtics,3,Eastern,Atlantic,,,,true,2,false,false
60,406,39,Philadelphia 76ers,3,Eastern,Atlantic,,,,true,1,false,false
57,406,35,New York Knicks,3,Eastern,Atlantic,,,,false,,,
35,406,35,Brooklyn Nets,3,Eastern,Atlantic,,,LAST,false,,,
39,406,11,Cleveland Cavaliers,3,Eastern,Central,,,FIRST,true,3,true,false
47,406,23,Indiana Pacers,3,Eastern,Central,,,,true,0,false,false
54,406,30,Milwaukee Bucks,3,Eastern,Central,,,,true,0,false,false
44,406,16,Detroit Pistons,3,Eastern,Central,,,,false,,,
37,406,9,Chicago Bulls,3,Eastern,Central,,,LAST,false,,,
53,406,29,Miami Heat,3,Eastern,Southeast,,,FIRST,true,0,false,false
73,406,63,Washington Wizards,3,Eastern,Southeast,,,,true,0,false,false
36,406,8,Charlotte Hornets,3,Eastern,Southeast,,,,false,,,
59,406,37,Orlando Magic,3,Eastern,Southeast,,,,false,,,
32,406,2,Atlanta Hawks,3,Eastern,Southeast,,LAST,LAST,false,,,
63,406,42,Portland Trail Blazers,3,Western,Northwest,,,FIRST,true,0,false,false
58,406,36,Oklahoma City Thunder,3,Western,Northwest,,,,true,0,false,false
71,406,49,Utah Jazz,3,Western,Northwest,,,,true,1,false,false
55,406,31,Minnesota Timberwolves,3,Western,Northwest,,,,true,0,false,false
43,406,15,Denver Nuggets,3,Western,Northwest,,,LAST,false,,,
45,406,52,Golden State Warriors,3,Western,Pacific,,,FIRST,true,4,true,true
50,406,27,Los Angeles Clippers,3,Western,Pacific,,,,false,,,
51,406,27,Los Angeles Lakers,3,Western,Pacific,,,,false,,,
65,406,48,Sacramento Kings,3,Western,Pacific,,,,false,,,
61,406,40,Phoenix Suns,3,Western,Pacific,LAST,LAST,LAST,false,,,
46,406,22,Houston Rockets,3,Western,Southwest,FIRST,FIRST,FIRST,true,2,false,false
56,406,34,New Orleans Pelicans,3,Western,Southwest,,,,true,1,false,false
66,406,50,San Antonio Spurs,3,Western,Southwest,,,,true,0,false,false
41,406,13,Dallas Mavericks,3,Western,Southwest,,,,false,,,
52,406,28,Memphis Grizzlies,3,Western,Southwest,,,LAST,false,,,
70,412,59,Toronto Raptors,3,Eastern,Atlantic,,,FIRST,true,4,true,true
60,412,39,Philadelphia 76ers,3,Eastern,Atlantic,,,,true,1,false,false
34,412,5,Boston Celtics,3,Eastern,Atlantic,,,,true,1,false,false
35,412,35,Brooklyn Nets,3,Eastern,Atlantic,,,,true,0,false,false
57,412,35,New York Knicks,3,Eastern,Atlantic,LAST,LAST,LAST,false,,,
54,412,30,Milwaukee Bucks,3,Eastern,Central,FIRST,FIRST,FIRST,true,2,false,false
47,412,23,Indiana Pacers,3,Eastern,Central,,,,true,0,false,false
44,412,16,Detroit Pistons,3,Eastern,Central,,,,true,0,false,false
37,412,9,Chicago Bulls,3,Eastern,Central,,,,false,,,
39,412,11,Cleveland Cavaliers,3,Eastern,Central,,,LAST,false,,,
59,412,37,Orlando Magic,3,Eastern,Southeast,,,FIRST,true,0,false,false
36,412,8,Charlotte Hornets,3,Eastern,Southeast,,,,false,,,
53,412,29,Miami Heat,3,Eastern,Southeast,,,,false,,,
73,412,63,Washington Wizards,3,Eastern,Southeast,,,,false,,,
32,412,2,Atlanta Hawks,3,Eastern,Southeast,,,LAST,false,,,
43,412,15,Denver Nuggets,3,Western,Northwest,,,FIRST,true,1,false,false
63,412,42,Portland Trail Blazers,3,Western,Northwest,,,,true,2,false,false
71,412,49,Utah Jazz,3,Western,Northwest,,,,true,0,false,false
58,412,36,Oklahoma City Thunder,3,Western,Northwest,,,,true,0,false,false
55,412,31,Minnesota Timberwolves,3,Western,Northwest,,,LAST,false,,,
45,412,52,Golden State Warriors,3,Western,Pacific,,FIRST,FIRST,true,3,true,false
50,412,27,Los Angeles Clippers,3,Western,Pacific,,,,true,0,false,false
65,412,48,Sacramento Kings,3,Western,Pacific,,,,false,,,
51,412,27,Los Angeles Lakers,3,Western,Pacific,,,,false,,,
