season,metro,team_name,league,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
1973,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
1974,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
1975,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,LAST,false,,,
1976,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
1977,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,LAST_TIED,false,,,
1978,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,true,0,,
1979,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,FIRST_TIED,FIRST_TIED,true,1,,
1980,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,FIRST_TIED,FIRST_TIED,FIRST_TIED,true,2,true,
1981,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,true,0,,
1982,Philadelphia,Philadelphia Eagles,NFL,NFC,,,,,false,,,
1983,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
1984,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,LAST,false,,,
1985,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
1986,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
1987,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
1988,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,FIRST_TIED,true,0,,
1989,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,true,0,,
1990,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,true,0,,
1991,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
1992,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,true,1,,
1993,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
1994,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
1995,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,true,1,,
1996,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,FIRST_TIED,true,0,,
1997,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
1998,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,LAST_TIED,LAST,LAST,false,,,
1999,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,LAST,false,,,
2000,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,true,1,,
2001,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,FIRST,true,2,,
2002,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,FIRST_TIED,FIRST_TIED,FIRST,true,1,,
2003,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,FIRST_TIED,FIRST,true,1,,
2004,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,FIRST,FIRST,true,2,true,
2005,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,LAST,false,,,
2006,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,FIRST,true,1,,
2007,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,LAST,false,,,
2008,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,true,2,,
2009,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,FIRST_TIED,true,0,,
2010,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,FIRST_TIED,true,0,,
2011,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
2012,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,LAST_TIED,LAST,false,,,
2013,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,FIRST,true,0,,
2014,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
2015,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,false,,,
2016,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,LAST,false,,,
2017,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,FIRST_TIED,FIRST_TIED,FIRST,true,3,true,true
2018,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,true,1,,
2019,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,FIRST,true,0,,
2020,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,LAST,false,,,
2021,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,true,0,,
2022,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,FIRST_TIED,FIRST,FIRST,true,2,true,
2023,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,,true,0,,
2024,Philadelphia,Philadelphia Eagles,NFL,NFC,NFC East,,,FIRST,true,4,true,true
